sentence,class
cleveland brown all back just inside the 39 yard line third down 16 the score is 14 to 7 and there s gus holloman number,0
48 will they see a lot action before this ball game is over instead of jim hudson it s tough to take that knife eight,0
times on your knees third down 16 is nelson goes deep rollin biggs his back but he gets the pass away two more in completed,0
midfield larry grantham linebacker and holloman makes the play for the jets in the secondary but this will be the first turnover the first time,0
cleveland s failed to sustain a drive itll be fourth down and five yards to go for the cleveland browns and don cockroft is in,0
the ball game to punt his first punt of the night the deep men for new yorker mike battle and edie bell at bell is,0
the little fella 160 founder and can he go the kick is away high very high mike battle put the hand up indicating fair catch,0
takes the bounce back up feel and chip glass number 83 puts it down one of the jets didnt care much for it but itll,0
be new york s ball first in town at their own 13 yard line nfl monday night football will continue from municipal stadium in cleveland,0
ohio with time out our score the cleveland browns 14 and the new york jets 7 did your last card turn you off drink too,0
much gas plus too much money why gamble this year make yourself a maverick you can get two doors a peppy six engine simple service,0
in the economy economy maverick and save a lot of money or you can make yourself a sporty economy maverick with hood scoops optional bucket,0
and sporty looks in the new maverick grabber and save a lot of money well you can make yourself a family economy maverick with four,0
doors more power if you want it extra room youll have the new family maverick and save a lot of money why gamble weve got,0
three sure things for you make yourself a maverick the simple machine that always pays off ford gives you better ideas just part of the,0
magic of joe namath reflected right there on your television screen part of the reason why he is so heralded as a pro football quarterback,0
and next week when kansas city plays in baltimore we expect to see another great one johnny unitas passed 20 mile in his professional career,0
now let s see what the new york jets can do first in ten cleveland leading thosere and snell are to set backs and they,0
go to emerson boozer he ducks into the middle and he gets to about the 15 you know they with his passes from mount vernon,0
to silver springs i never got past our zilla keith they go over johnson from cal state la number 71 ron snide ome radiate in,0
that cleveland defensive huddle from oregon jerry shirk is number 72 the young man who is getting his first real taste tonight a professional football,0
he was a heavyweight wrestling champion at oklahoma state they missed the flow on second down and eight he s got sally wide open saw,0
his duff hard by kellerman but he s got the ball for a first down i think it could they poured it out there s,0
been a lot of talk about what is the zone and that s when the halfback plays though let s take a look at it,0
here on isolated go see sour go to the outside and joke those right in the hole kellerman responsibility on a zone defense he s,0
the strong safety is to keep him from getting deep so he rolls very deep to the outside was sumner coming up on the short,0
side that was a beautifully executed pass 17 yards on the play first down new york at their own 32 namath three out of six,0
in passing 46 yard joe will flow again going deep down the sideline salaries there he s but it new york s la push down,0
at the cleveland 28 all right let s take another look at it he comes right back this time the zone are they flood is,0
over to this side of the field of white side we saw shower make a great move to the outside and just get a couple,0
of steps on waltz under and that s all you need with joe willie throwing and i want to tell you number 41 matt snell,0
did some job of pass blocking on number 88 run schneider that made it possible for namath in the ultimate to make the throw and,0
howard djotodia he tests to cleveland secondary on the bomb he got 40 on that bro eight minutes and five seconds to play in the,0
first half it s in the first half 805 to go youre watching nfl monday night football with timeout the score cleveland 14 new york,0
7 raise your right hand repeat after me i tom seaver i tom seaver have switched to gillette platinum plus play im switched to gillette,0
platinum plus play because they stand up better as they stand up better to shave me closer and with more come see me with more,0
comfort no closer show the blade gillette platinum plus harder than stainless more durable than chrome but the shave youve always wanted and more closer,0
no i dont mean hold it closer get the football player zena s announces pro mccullar 100 a totally advanced from a color tv system,0
that brings you a new chroma color picture so much brighter so much sharper with so much greater contrast and detail youve really got to,0
see it to see it new chroma color 100 in new 25 inch giant screen consoles only zenith has it joe namath walking back onto,0
the and into the huddle after a brief conference with his coach weve eubank we have a change in the cleveland secondary freddie summers a,0
twoyear man from wake forest number 20 is now in the secondary the new york jets have the football first and ten at the cleveland,0
28 yard line the browns are leading 14 to 7 with 8:05 to go in the first half namath the pro over the middle of,0
a shower a great defensive play by walt sumner saved a touchdown walk angry because he thought he might have intercepted as a penalty market,0
down on that play and it s going to be a big one against the jets for offensive home and an angry man next monday,0
night kansas city at baltimore as you watch nfl monday night football on abc the jets have been penalized five times for 69 yards so,0
far on the game its first down and a half for new york from the cleveland 49 to emerson boozer slowed up at the line,0
of scrimmage perhaps he made it to the 48 jack gregory the man wholl get credit for the tack the story on namath so far,0
in the ballgame the ball is at the cleveland 48 just outside the 48 yard line the jets in order to get the first down,0
ive got to go to about the 18 yard line and there s the time remaining in the first half sommers has left the game,0
now and macao has returned at safety for cleveland nameís pass for maynard he s got it up to 32 and he is dropped right,0
there by a rich barn take a look at where don maynard it is just as the ball gets there this all was throw away,0
before he turned this is attending ears barnes is a veteran as fiddly for several years but this is the type timing between a quarterback,0
of the receiver that just really cant be stopped an excellent role an excellent excellent catch it is third down and 14 yards to go,0
for the new york jets at the cleveland browns 32 yard line emerson bozer im garlington finally runs him down and what a run by,0
number 32 and what a superb individual effort and what a call with leap you bank probably responsible he likes to use that kind of,0
call on third down and long yardage it s a surprise even as paul brown used it to train jesse phillips loose for 76 yards,0
yesterday on cincinnati s behalf against oakland bozhe picked up 15 yards on the play one yard more than the jets needed for the first,0
down they now have the ball first and ten at the cleveland 17 yard line the clock shows 616 let s listen to the call,0
by now that snail in the middle penalty flag fits right into the pile maddis backed up at about the 16 yard line by jerry,0
shirt number 72 offensive holding the ball is back at the 31 yard line 90 yards so far for the jet named apple pro he,0
goes deep kiss our sinner somewhere brings it back to the poor hey it s a great move by sundar he s right with sorry,0
didnt go as soured inside faked if i was a little bit overthrown look at him he went up about three feet over sauer and,0
he knows something someone to do with it when he gets involved ocp firma to get a pretty good shot number 67 but i imagine,0
he feels like it s worth it do your man from florida state well similar with a big defensive play for the number 85 is,0
wide to the left side is bill nelson get the ball over leroy kelly and kelly his quarter on the ankles by linebacker larry gentlemen,0
good to play by john elliott that thought last time as he ducked off the leading guards messed up to play in the backfield once,0
again a testing sequence for the jets defense because the jets were really moving theyre back in the ball game they were threatening figure to,0
get at the very least a field goal then had the interception kelly lost two yards on the play a second down and 12 from,0
the 38 yard line for cleveland this time homer jones and fair hooker the wide receivers are both on the right side bill nelson gives,0
instead on the short side to leroy kelly and kelly cannot do it right there to nail him down with big helping out and early,0
thomas if i might add keith s number 45 the rookie playing uptight and turning that back has done meredith described earlier watch the defensive,0
rush here well get a good idea how strong berlin s biggs and larry grantham are they fit it off some pretty good size to,0
us to get back there grantham is recognized throughout the league is and there s early thomas coming in kind of seal things up grantham,0
is probably most active or were the most active outside linebackers in football got a third down and 16 for cleveland just outside their 34,0
yard line theyll nelson to throw under the rush gets his pass away battle with steve cannon and a pen goes into the air in,0
a hurry i think this one is against the offensive player fair hooker he was pushing off on dinner i think here s pam hooker,0
you seem there was old fair hooker right there but in the middle of the line there was defensive holding and it s an automatic,0
first down whether weve been play there was defensive holding cuz i didnt see any often fall is outside the 38 yard line so far,0
these penalties are incredible 95 yards against the jets 15 against the cleveland browns four minutes the play in the first half as nelson goes,0
to throw wants to go deep he s got hooker wide open that is a little bit too long he had holloman and cannon beat,0
cold so theyll nelson reaching for the long women for the first time tonight almost had one theyll now 7 for 12 in is passing,0
417 yards you know homer jones came over here to cleveland everybody thought he would just step into a wide receiver job but this young,0
man from arizona state had other things on his mind and he took the starting job there you see the time remaining in the first,0
half on the grounds leading by a score of 14 to 7 second down and 10 cleveland from their own nelson under the rush gets,0
his pass away it is incomplete intended for fear hooker and coming across with a jarring defensive play is the rookie speed cannon let s,0
take a look at john eliot as john is playing off a couple of blockers reminiscent of bob lilley we wouldnt used to watch the,0
game fields at home he makes the move he s actually going to be the man that forces nell from the throw and he still,0
makes the play quarterbacks love guys like eliot he s got to be about as quick as any defensive lineman youll ever see i think,0
we should also know however now i was talking earlier about bill nelson had a an ear problem as a matter of fact he had,0
the minor surgery on his ear earlier this week third down and ten play bleeding from there thirtyeight well then biggs has got a shot,0
and he gets him just as he releases the ball and the past is well under he intended target milk laura so bill nelson really,0
took a shot from berlin bigs coming from the blind side that time and cleveland will have to kick it away not at all happy,0
about it but he s not happy with his pass blocking not happy with berlin bigs that did what he s supposed to do this,0
saturday on abc ncaa college football penn state and colorado at 4:00 pm eastern daylight time and ill guarantee you there will be some hitting,0
in that one they will play it in boulder too deep men for new york number 40 is mike battle number seven is jeff bell,0
rock rocks cut high twisting spiral edie bell calls fair catch at the 23 yard line and there the jets will have it first and,0
10 with 3:38 to play in the first half fl number seven is a rookie from idaho state they list him at 160 pounds in,0
510 and i think that s probably after he puts a couple of rocks in his pocket or right after lunch but he can really,0
fly of course the jets of west with great speed at virtually every position joe namath sets and hell go to work first and ten,0
from the 23 and leave white the setbacks and he throws it to leave white and a penalty flag is again on the field as,0
white getting the ball across the 32 to 32 he picked up about nine yards but let s watch the penalty it appears that it,0
is again against the new york jets dandy done the way theyre going theyll be lucky to get off the field with the store the,0
way it is the offensive infraction by the new york jets cost them 15 big yards from the line of scrimmage and move the football,0
all the way back to the 12 yard line that s 106 yards now for the jets as namath fires from rayner then gets him,0
at the 29 and don makes it just outside the 30 he rich barns number 40 on the tackle for cleveland namath is now using,0
maine as well on e respond who is as dunn pointed out earlier a veteran who listed at 35 years of age the meantime the,0
jets of stuff at 110 yards and penalties in the browns 15 yards two minutes and 35 seconds to play in the first half it,0
is second down and two yards to go all the jenner for the first down as namath goes quickly to george sour and sour skips,0
out of bounds up at the 37 maybe the 38 yard line and that will be enough for a new york first down walt sumner,0
covering for cleveland was commonly referred to as a percentage past this one is right on the money again again the cleveland browns rolled into,0
his own coverage or a double coverage to the strong side of the field and joe reddy s defense as well it came back to,0
sour for a first down namath is now eight out of 12 in passing for 129 yards hell throw it again intercepted by jim houston,0
the middle linebacker and he picks it down 27yard a superb play by houston there s nobody better at that his first year at middle,0
linebacker he was a corner line through the years this is a great athlete the trademark leiva s defense has always been dropped deep and,0
this container that s your middle linebacker that s basically 18 yards deep we go back to the live action 27 yard line 26 yard,0
line make it the game is down to just short from the 25 from out of one yard pickup now atkinson and john eliot tackle,0
until nelson comes to the sidelines to talk with us coach youre watching nfl monday night football with timeout our score the cleveland browns 14,0
and the new york jets separately the brand of sparkplug you use can make a difference in hillclimbing power and right here at road america,0
football great paul hornung an homerun champion roger maris are going to prove it theyll drive identical new chevy trucks there s just one important,0
difference hornung struck the white one has champions spark plug but maris s truck has a different brand mornings champion equip truck takes the lead,0
and holds it to win the hill climb now we switch the plugs and run the race again this time maris s truck the red,0
one gets the champions throttles are mechanically controlled so it marries his truck wins this time the reason has to be a difference in spark,0
plugs marys and champions win roger maris and paul hornung found out why over 20 million car and truck owners have switched to champions from,0
other brands check it out for yourself champions can make a difference there are kelly has now carried the football 12 times but he is,0
picked up only 21 yards against the jets it is second down and nine for cleveland ball just outside the new york 25 both scott,0
and laroy kelly 35 and 44 their numbers respectively or the set backs behind bill nelson dickerson and damari the guards nelson screen pass to,0
both scott oh look at that an alaskan sen came pouring through there along with steve thompson and did they ever mess up that attempted,0
stream and along with ralph aiken number 51 they read it perfectly youll name is watching from the sidelines we have a minute and 40,0
seconds to go in the first half rounds a leading 14 to 7 the losses all the way back to the 35 yard line where,0
itll be third down and 24 like that third though in 19 nelson to throw pressures on he gets his pass away it is caught,0
by taylor right about the 20yard line but that will be short of the first down early thomas the rookie cornerback made the play for,0
the jets in the secondary there s the young man that made the catch and we have another penalty flag back up field so let,0
s watch as the officials confer with new york looks like the call is against cleveland looks like a major penalty the browns are leading,0
14 to 7 getting to first quarter touchdowns the jet scored in the second quarter and we have offensive holding against cleveland which literally puts,0
them out of field goal range in old fair hookers receptions not going to count but he did do a fine job of coming back,0
didnt catch an under thrown ball doesnt roll primarily because nelson was hit just about the time he released the ball in fair hooker a,0
great name i pass theyre down in about 42 yards to go or the cleveland browns the ball is back at their 40 no notes,0
in lesson four deep ethos for gary collins comes back and rock steve 10m the routine was whipped throwing the players palin for the past,0
the short gary couldnt hold tamas only outside kenan is not playing the bumpandrun as much as he was youll see comments had him beat,0
a lot of long receptions are made just like this for a ball being under thrown and actually college should have caught that one it,0
was not a wellthrown ball cannon let him get behind him and he had his back turned to the quarterback and he was just trying,0
his best to keep up with it rock rock will hunt for cleveland on fourth down and 40 to mike battle and ed bell of,0
the deep men the jets good hanging fun and ed bell takes it at the 19 yard line on a bear catch where the jets,0
will have it first down 48 seconds to go in the first half at halftime howard cosell well have highlights from 5 game played yesterday,0
in professional football the national football league and as you know there were a lot of things to talk about on this monday morning also,0
be sure to watch johnny cash starting a new season wednesday night with guest liza minnelli arlo guthrie and ray charles on abc joe namath,0
gives it to matt snell and go from the 20 across the 20 maybe the six yard line wont sumner made the tackle for cleveland,0
or twice in the first quarter bill nelson hit gary collins for the first touchdown ending a 55 yard march and both scott ran it,0
in the captain 84 yard drive in the second quarter the jets march 61 yards and got on the board and that s where we,0
"are 14 to 7 with 31 seconds to play in the first half before 80,000 people at municipal stadium in cleveland ohio the 13th time",0
the cleveland browns have drawn more than 80thousand 13th consecutive time each ball club with two timeouts remaining joe namath gives to matt snell now,0
has the first down as he he gets great blocking in the middle of the line and he goes all the way to the 38,0
yard line pickup of 12 yards on the play my collar on the tucker for cleveland this saturday on abc ncaa college football features the,0
penn state nittany lions against the colorado buffaloes at 4:00 pm eastern daylight time penn state undefeated in 32 consecutive games taking on one of,0
the biggest colorado teams in recent years i mean theyre really buffalo s this year for watch of saturday at 4:00 eastern daylight time here,0
on abc well don meredith you and howard cosell and i we all had time to sit around and visit talk with everybody about their,0
game plan it looks to me like that everybody has been reasonably close to it so far i think youre right keith and i was,0
thinking to watch joe run these last two plays you know where i plan to do that i dont know why did it but it,0
seems to work real well a lot of times when a guy has one picked off he s a little hesitant to throw one again,0
i bet you throws one let s go 25 seconds to go on first down and 10 from their own 38 yard line namath fact,0
tonight ive got a shot at him but he gets it away just in time and the pass intended for emerson boozer is incomplete now,0
i got a good shot at anybody he hit him to joe namath when the new york jet quarterbacks were sacked only 16 times in,0
the entire season last year only daryle lamonica of the oakland raiders enjoyed greater success you dont see joe namath down too many times at,0
least sack too many times you see him down a lot but after the ball is gone second down and 10 new york from their,0
own 38 we have 20 seconds to go in the first half remember howard cosell will have highlights from five national football league games coming,0
up for you halftime namath to throw over the middle it is by night in p clemens on a by night in p clemens on,0
a penalty flag is down the games and lemons is going to be close to a first down out around the 47 48 yard line,0
jim houston the linebacker who picked off that past few minutes ago was there to make the play defensively for the browns gnorm sector discussing,0
it with his officials and with the offensive captain of the new york jets joe namath jim houston who is the defensive captain there the,0
cleveland browns standing in the middle of so far the jets have been penalized 106 yards the browns 49 we have offsetting penalties so the,0
ball stays where it is we have 14 seconds remaining in the first town ball is on the jets 48 yard line cleveland brown at,0
home here in missable stadium against the new york jets both these great teams now members of the american football country the jets in the,0
eastern division in the central the first time they have ever played each other first down new york at their own 48 just enough on,0
the past play at the lemons the offsetting penalties getting the jets the first half namath to throw he goes over the middle for pete,0
lemons again and again it s jim houston number 82 in white right there the middle linebacker for the cleveland browns he almost had another,0
one he sure did i dont know what that was a turn in route or whether actually lemons were supposed to go to the outside,0
but whatever he was supposed to do houston did what he was supposed to do very well and that was play the quarterback and reacted,0
and throw the ball you have a tendency to get a little careless in the last part of a hand with a lot of part,0
of the ball game you want to go down the field so badly that sometimes you forget to read all your keys and certainly the,0
middle linebacker is a big key in the passing game and especially if you play against cleveland with ten seconds to play you have to,0
think that joe namath is thinking field goal right now get it close enough for jim turner who has great range a mammoth boring with,0
a bomb intended for don maynard the fast is going out of bounds but maynard never really had any hope of getting nothing because a,0
rich barnes had him on the ropes all the way killer but it also came over to cover maynard on a deep route again i,0
hate to be repetitious but this is what cleveland does very well they hate for you to get deep and lead by to cover both,0
your outside receivers with two men whatever that s possible they can do it with a double zone or play start alone namath in the,0
first half 8 for 16 in passing four seconds to go in the first half theyre down jets and 10 from the 48 it s,0
boozer not much walter johnson number 71 there to get him as the gun racks ending the first half of play so it s halftime,0
here at municipal stadium in cleveland ohio with our scoreboard reading the cleveland browns 14 and the new york jets 7 long before marlboro country,0
the west was new york city yeah the west was new york city hundred years ago then it started moving westward with a long long,0
wave to go oh the west moved west heading for chicago but it never ever settled down it just kept on westward toward the land,0
of the big sundown the wife was worried cross the mountains hi west until it came to rest pacific sky today the west is everywhere,0
and everywhere is marlboro country from new york city pacific sky come to marlboro country map lincoln starring vince edwards premieres thursday night on abc,0
raining in the first half well is on the jets 48 yard line cleveland brown at home here in missable stadium against the new york,0
jets both these great teams now members of the american football country the jets in the eastern division the first time they have ever played,0
each other first down new york at their own 48 just enough on the past play two lemons the offsetting penalties getting the jets the,0
first half namath the throw he goes over the middle for feet lemons again and again it s jim houston number 82 in white right,0
there the middle linebacker for the cleveland browns he almost had another one he sure did i dont know what that was a turn in,0
route or whether hajji lemon was supposed to go to the outside but whatever he was supposed to do houston did what he was supposed,0
to do very well and that was played a quarterback and reacted and throw the ball you have a tendency to get a little careless,0
in the last part of a hand with a latter part of the ballgame you wanna go down the field so badly then sometimes you,0
forget to read all your keys and certainly the middle linebacker is a big key in the passing game and especially if you play against,0
cleveland with ten seconds to play you have to think that joe namath is thinking field goal right now get it close enough for jim,0
turner who has great range a mammoth going with a bomb intended for don maynard the fast is going out of bounds but made it,0
never really had any hope of getting nothing because a rich barnes had him on the ropes all the way the killer but it also,0
came over to cover maynard on a deep breath again i hate to be repetitious but this is what cleveland does very well they hate,0
for you to get deep and they try to cover both your outside receivers with two men whatever that s possible they can do it,0
with the double zone or play start alone namath in the first half eight for 16 in passing four seconds to go in the first,0
half theyre down jets and 10 from the 48 it s boozing not much walter johnson number 71 there to get him as the gun,0
racks ending the first half of play it s halftime here at municipal stadium in cleveland ohio with our scoreboard reading the cleveland browns 14,0
and the new york jets seven long before marlboro country the west was new york city yeah the west was new york city 200 years,0
ago then it started moving westward with a long long wave to go oh the west moved west heading for chicago but it never ever,0
settled down it just kept on a moving westward toward the land of the big sun down why was ross hi west west until it,0
came to rest pacific sky until today the west is everywhere and everywhere is marlboro country from new york city pacific sky come to marlboro,0
country matt lincoln starring vince edwards premieres thursday night on abc it s halftime at municipal stadium in cleveland with the cleveland browns leading the,0
new york jets by a score of 14 to 7 and i think youll agree that it was a good first half but first it,0
appeared the game might be around the first two times cleveland had the ball in the first quarter bill nelson brilliantly engineered two touchdown drives,0
at first the jets couldnt stifle the browns ground game and nelson quickly mixed it up with passing and then the jets came back so,0
it s 14 to 7 with a good half a head of a still now were going to take you into our regular halftime pattern,0
during these monday night telecasts highlights of nfl games provided by nfl films highlights of games played the previous weekend and we want to begin,0
tonight by showing you the los angeles rams against the st louis cardinals and the chicago bears against the new york giants so let s,0
pick up with the first game in los angeles powerhouse los angeles rams at the los angeles coliseum about to take on the big red,0
the st louis cardinals with the ball jim hart number 17 the quarterback trying amount of passing attack in the early going being chased down,0
by the irrepressible deacon jones number 75 now hart goes to his wide receiver davie williams he s hit by mac seaborn it looks good,0
but the cards got nowhere in the first half scoring only 3 points they ran 17 second half kickoff jim bakken for the cardinals all,0
the way down to the rams taken by alvin heyman number 23 that s all the hole he had a find watch him go as,0
he uses his brilliance timing to cut back and go all the way 98 yards widely known is one of the best secretaries in football,0
haman s done this so many times national football league fans have almost come to expect that the conversion was good at 24 to 3,0
now heart tries to come back and he hits johnny ginyan number 44 gilliam moves on up field for a 28 yard gain and you,0
saw the push gilliam against number 17 and a little bit of temper out there cardinals did pick up a field goal and still theyre,0
trying to come back aw it looks left and now he will throw long and right number 81 jackie smith a practically perfect tight end,0
who was in for the score on 69 yards past life but it didnt help the cardinals in truth they were never in the game,0
just a minute and 40 seconds to go now woman gabriel spots jax no number 84 on the form i know great this is the,0
final touchdown of the game the extra point goods i ran 30 for the cardinal 13 now it s saturday night at yankee stadium the,0
giants against the chicago bears the captain s shake hands the giants get an early lead on a go galax field goal three to nothing,0
now go galactic s off following the field goal mrs cecil turner of the bat that s all the space he s going to need,0
watch them go down the sidelines virtually unchallenged this is the score that will put the bears ahead they make the extra point in it,0
slam ballgame at this moment 7 to 3 but quickly the giants come back number 10 fran tarkenton spotting wide receiver rich houston number 84,0
at the sidelines he goes on a field before he s knocked out of bounce this is a gain of 35 yards now talking tanita,0
move in for a score the fake to a back who goes into the line the pitch out to one johnson quiet in the offseason,0
from the cleveland brown number 30 scores the giants move ahead with the extra points to attend to seven lead they dominated the first half,0
the bass control the game in the second half this is the virtual and concannon throwing to kick 40 who s each number 20 scottie,0
p and then again with the extra points the chicago bears have beaten the new york football giants 24 to 16 all right well have,0
more national football league highlights right after this message as the browns lead the jets at municipal stadium 14 to 7 at halftime if those,0
guys hit you man youve got a claim that s a fender and a bumper for sure he s an independent agent and he knows,0
that his business depends on his giving you personal service dont see the pro where you find this symbol only a member of the national,0
association of insurance agents can display today there are some men who feel a need to break away from the crowd men who want to,0
escape from the ordinary but without calling it too much attention to themselves for men like these we have the answer one that works without,0
a hitch the getaway shirt from arrow you lightful dini you said 10 oclock it s already 11:30 im paying a sitter you know now,0
i sir i hope youre not gonna just hide out around my house well the place is a mess listen the grass is really getting,0
out of hand easy get away shirt of course it wont let you get away from everything see the new season premiere of marcus welby,0
md tomorrow night all right were back in the television both the cleveland municipal stadium the star at halftime as you can see were back,0
live in municipal stadium score at halftime the cleveland browns against the new york jets now we want to go back to our highlights provided,0
by nfl films beginning with the dolphins against the patriot harvard stadium cambridge massachusetts the miami dolphin muchly improved they say against the boston patriots,0
in slow motion bob griese number 12 quarterback of the dolphin hitting paul warfield number 42 one of the truly great wide receivers in pro,0
football for a 19 yard game miami dominated during the first half what plays like this one jim kick and under publicise back from wyoming,0
moving in five yards in the score which made the score at that time 14 the three in favor of miami but boston a major,0
underdog kept coming back with plays like this one called down at the american football league rookie of the year a year ago spinning breaking,0
tackles a run of 26 yards on the draw 9:08 done in the fourth period the score now 20 to 14 in favor of boston,0
mike s caliber finding ronnie sellers number 34 fine secondyear receiver from florida state and the upset is executed busting 27 miami 14 bill bengston,0
coach of the green bay packers a year that the pack is supposed to be back green bay against detroit terry williams with the ball,0
he s not going anywhere today not against that detroit front for at halftime it was destroyed 13 green bay nothing third period bought start,0
throwing lemon barney premier cornerback in the national football league picking it off 40 yards for the touchdown at this point it s detroit 23,0
green bay nup joe schmidt understandably is applauding his lion now watch this number 42 al ttell remember him from utah state managing injuries that,0
man for the most detroit s koran but he says this will be his year and many say it will be the year of the,0
lion he made 34 yards on that play nell far number 24 coming off knee surgery showing no effects of it bringing in for a,0
touchdown 32 nothing down reglan number 11 giantsized thought about when massachusetts the quarterback keeper he will run out of speed go for that matter,0
will is defender al masri i dont know how much greg wanted more than that with 1236 into the final period allah has the ball,0
just right in the green bay line and the final score is incredibly that choice forty of a green bay packers nothing riverfront stadium cincinnati,0
the home of the still new cincinnati bengals and paul brown mike i site of the oakland raiders heavily favors kicking the punt is partially,0
blocked timmy green picks it off like shortstop don kessinger of the cub he moves downfield fumbles the ball goes out of bounds on the,0
oaks 27 it sets up the first personality touched now watch lamonica faith hand off the pass number 87 sight in brilliant rookie from morgan,0
state powerful and quit unable to be dragged down finally pushed out of bounds what a player he s going to be one of 97,0
rookies in the american country were eight minutes 37 seconds into the third carrier lamonica where the team s growling 21 to 7 hits electric,0
off it s 21 to 14 now cincinnati bostick kick again this young man s name is alvin wire he comes from the hue is,0
cooked in florida another of those 97 rookies watch this young man he was oakland sixthround rapture im not going to catch him on this,0
not until it s too late given be two yards and the score is tied with the successful point after 21 to 21 with 12,0
minutes and 26 seconds into the third quarter it was cleared down 28 yards to go cincinnati on a 720 brown sent in the draw,0
play and jesse phillips a defensive fact that michigan state goes 76 yards for the touchdown cincinnati upset oakland 31 to 21 some of the,0
nfl highlights over the recent weekend is provided by nfl films were back live here at municipal stadium score cleveland 14 jet 7 at halftime,0
quick recap in the first period nelson led the brown 55 yards in nine plays 7 nothing cleveland then he led them 84 yards in,0
11 plays 14 nothing that jets came back with 1 in the second quarter and now with the second half ready to begin let s,0
go back to keith jackson thank you very much howard plenty of excitement there nfl monday night football the new york jets versus the cleveland,0
browns being brought to you by united airlines the airline of sport champion the airline the pros fly the friendly skies of united and buy,0
marlboro filter cigarettes come to where the flavor is come to marlboro country tonight s attendance here at municipal stadium in cleveland ohio eightyfive thousand,0
seven hundred and three that is the largest crowd in cleveland browns history and a quick look at the halftime first down for the new,0
york jets 13 well for the cleveland browns offensive plays just about dead even 33 for the jets and 32 for the brown rushing yardage,0
jets have 83 the browns only 23 in passing joe namath 129 yard bill nelson 101 yards of the total yardage the jets have a,0
substantial lead in that department 212 total yards 224 wow but the jets are behind on the scoreboard by a score of 14 to 7,0
and the ball game for the second half is underway as jim turner kicks off it goes to homer jones homer takes it up the,0
six yard line for the cleveland let s take a look at it here s homers jones from pittsburg texas over 85 great speed actually,0
he just hit right through a hole i dont see a lot of outstanding blocking but there mustve been some someplace and oh my go,0
catch homer now over his head for that goal line after my last is good youre what to get if theyre monday night football timeout,0
the score depending on how youre drivin your car s condition you can get incredible mileage from the goodyear custom wide tread poly glass tire,0
i got about thirty five thousand miles on these polygraph tires ive got thirtyeight thousand on the tires right now but poly glass means more,0
than mileage when your wife has to drive alone when a woman s at the wheel poly glass means more than mileage if it doesnt,0
say goodyear it cant be polly glass a name so different it s registered well now what do you think about momentum to start the,0
second half well that was a great start for cleveland obviously i have to chuckle because now homer jones wanted to show the people in,0
new york especially the giant john cockcroft will kick it off and he got all of it and that bailed ethan the end zone is,0
told by mike paddle what if whove not put it out new york jets will have it first and 10 at their own 20yard line,0
21 to 7 the cleveland browns build their lead back to 14 points and there s a look at the man who just streaked 94,0
yards with a kickoff return for the touchdown you know once he was traded away keith did the browns in that offseason deal he became,0
malign they said he couldnt run anymore joe namath now the quarterback except bexif boozer and snow behind gets his passed away and he has,0
a man white manor and later getting away from one man is finally brought down by our any caliber you take a look one of,0
the few times where the cleveland browns doodlenet and shoot a linebacker this put maynard mantoman he s one of the best in the business,0
and that category rich barnes again is the fine veteran but he s a little bit too far off of maynard name it hit him,0
right between the 1 and the 3 again gain of 20 yards on the play first down 40 yard line sour wide to the left,0
is name of costa throw throws for salad hits in at the cleveland 44 yard line wont sumner to make the tackle for the round,0
"you know when we started this ball game don maynard held the alltime professional record for yardage gained on past receptions 10,000 373 he was",0
"the only player in history to surpass 10,000 yards on past receptions and he has added to it tonight he has caught four passes for",0
69 yards it is another first down for the new at the cleveland 44 namath will grow he s throwing for maynard he missed him,0
too much hereis barnes was over there but don really never had a chance of getting the ball john meredith you know how tough that,0
cleveland secondary plays it youve got to give them a lot of credit tonight because twice in the clutch theyve intercepted namath and that s,0
had its mark on the balls together with the penalties against the jets at critical moments in the second quarter browns have been a heads,0
up football team all sound lake coast well directly and they always are howard second down and ten new york s goal at the cleveland,0
44 a mcclure is complete at the cleveland 31 yard line george sauer a 13yard pickup on the play for a first down the lotus,0
lizzy 51 is not old wow that s just a great job of getting away from a defensive linebacker a little hook patter little turning,0
pattern right behind the linebacker that was again right on the money namath trying to get a quick one here at the top of the,0
third quarter who offset that 94 yard vote by mojo oh he s tough he is down to the 24yard line before he is wrestled,0
down i think he s one of the most underrated and toughest running backs in football two defensive backs will attest to it larry votes,0
in st louis cardinal richie votes baltimore colts who remembers what happened to him in the superbowl game when they had to hospitalize him after,0
matt graham dinger second down and three yards to go from the cleveland 24 yard line new york jets had the ball browns a leading,0
21 now again bobbington gets ahold of him and slows him down i dont helps a little bit neeraj barnes and mike howell coming out,0
of the secondary howell from the safety position barnes to the quarterback they mark the ball at the 23 yard line that jets have to,0
go to the cleveland 21 to get their first down matt snell is now carried 11 times for 63 yards third down and two for,0
the jacket ive left maynard emerson boozer he s got a first down as he literally broke up the middle and goes to the 17,0
yard line jim houston the middle linebacker for cleveland made the tackle but credit the middle of that new york offensive line with making some,0
holes for mr boozer to france through dave herman the center of john schmidt brandi rasmussen the left guard winston hill number 75 the tackle,0
on the left side roger finney number 61 of the tackle on the right at the 18yard line for new york cleveland s 18 mammoth,0
lips it s our hits him at the 13 george is inside he s down to the 5 right down at the 5 yard line,0
before sumner brings him down i think they was cut from her a little office tower he audibled you noticed loser came back into the,0
