,sentence,class
2121,"I started to watch this show by accident, but I love it. The fact that main character is in a wheelchair is something that lacking in television, especially for kids shows.",0
2122,"Mel Torme and Victor Borge, in their younger years, serve to make this film interesting - and especially viewing a young Sinatra, on the sunny",0
2123,This film for me and my wife is more entertaining than all the bloc-buster violent thriller/mystery/murder movies that abound. It is about real people making the best of their lives.,0
2124,"The only reason I am commenting is because I finally figured out why Dr. Cox was bald. Although we probably all realized it at the same time this week, Dr.",0
2125,"William Shakespeare's The Merchant of Venice is about a Jewish moneylender and his bond to extract a pound of flesh from the wealthy merchant Antonio, the forfeiter of a debt.",0
2126,"- Bad Stuff: This movie is real crap. Bad stunts for one thing, they looked so fake I thought this was ""The Twilight Zone"".",0
2127,"I would not have known about this film if not for its ""surprise"" Oscar nomination for Best Animated Feature film.",0
2128,"WHITE CHICKS Hold on, why couldn't they have dressed as Black Chicks, oh yeah, they wouldn't look different at all.",0
2129,"For comedy to work, there are many factors involved:1. Don't be afraid to take risks. 2.",0
2130,Seeing as the world snooker championship final finished in a premature and disappointing manner with Ronnie O`Sullivan defeating Greame Dott by 18 frames to 8,0
2131,"Even longtime Shirley fans may be surprised by ""Now and Forever."" The movie was filmed with Paramount studios  not with Shirley's parent company Twentieth",0
2132,"I, too, found ""Oppenheimer"" to be a brilliant series and one of the finest offerings ever on American PBS.",0
2133,"This film is stunningly beautiful. Goldsworthy's art really benefits with the medium of film because you can see the art at its most beautiful, moving and changing and blossoming.",0
2134,"Anthony Quinn is a master at capturing our heart and sympathy. He portrays a Romanian peasant with a below average IQ, harassed by his wife to do more.",0
2135,This is the second film I've seen of Ida Lupino as a director after 53's the hitch-hiker. I think this one was a better film then that one.,0
2136,It seems like more consideration has gone into the IMDb reviews of this film than went into the source.Here's a review without pretensions:Just when you,0
2137,"A gritty look at New York City and dock workers. This is a classic film, realistic, brutal at times, always believable.",0
2138,"*review may contain spoilers*predictable, campy, bad special effects. it has a TV-movie feeling to it.",0
2139,I saw this movie tonight in a preview showing and it was fantastic. It does well in portraying issues that the average High School student is subjected to.,0
2140,The Bone Snatcher is about a group miners who go on a search for a missing crew of miners in the Namib Desert.,0
2141,I saw it tonight and fell asleep in the movie.That is something that I have not done since - I have never fallen asleep at,0
2142,"While credited as a Tom and Jerry cartoon, this is not the cat-and-mouse team but an earlier Mutt-and-Jeff rip-off featuring them going to Africa and",0
2143,"Snow White is in my opinion a bad movie on an artistic point of view. The plot is pretty much foreseeable, the characters are stereotypes, the editing too exaggerated.",0
2144,What is left of Planet Earth is populated by a few poor and starving rag-tag survivors.,0
2145,"Hayao Miyazaki's magic continues with this absolute crowd pleaser Ponyo on the Cliff by the Sea, his latest animated film, which turns on the usual sweetness to charm your socks off.",0
2146,"Michael Dudikoff stars as Joe Armstrong a martial artist who fights ninjas who are stealing weapons from the U.S Army, in this entertaining yet admittedly",0
2147,"Masayuki Suo, who directed this fine film, is on a role.",0
2148,The synopsis of this movie led me to believe that it would be a story of an unconventional woman challenging the conventions of the society in with she lives.,0
2149,"I saw this film without knowing much about it at all. The split screen device was immediately irritating, and things didn't improve for me after the title sequence had finished.",0
2150,I don't usually write a comment when there are so many others but this time I feel I have to.,0
2151,"This movie had the potential to be really good, considering some of the plot elements are borrowed from the sci-fi actioner THE HIDDEN.",0
2152,Barbra Streisand's first television special was simply fantastic! From her skit as a child to her medley of songs in a high-fashion department store --,0
2153,"The promotions for ""Clubbed"" project a slick looking film based around the clubbing scene of the 1980's. What we end up with is a film with identity issues.",0
2154,I can't get this flick off my brain. It's definitely totally different than anything that's out there.,0
2155,"I am surprised at IMDb's low rating of this movie. With all due respect, its low rating is representative of the IQ level of those who rated it so poor.",0
2156,"A humorous voyage into the normally somber funeral business. It's easy watching, and even offers Blethyn & Molina stealing a scene from an old Fred & Ginger movie.",0
2157,Man's Castle is set in one of those jerry built settlements on vacant land and parks that during these times were called 'Hoovervilles' named after,0
2158,"Janeane Garofalo has been very public in her displeasure about this film, calling it, among other things, anti-feminist.",0
2159,"This film really deserves more recognition than its getting. It really is a stunning and rich portrayal of blood ties, favours and allegiances within the crime world.",0
2160,"While there aren't any talking animals, big lavish song production numbers, or villians with half white / half black hair ... it does have 1 thing ...",0
2161,I don't know what that other guy was thinking. The fact that this movie was independently made makes it no less terrible.,0
2162,I am so excited that Greek is back! This season looks really eventful. Im glad that Casey is trying to get serious about school but is still involved in the sorority.,0
2163,"I'm from Belgium and therefore my English writing is rather poor, sorry for that...This is one of those little known movies that plays only once",0
2164,If you watched this film for the nudity (as I did) you won't be disappointed. I could have done without the bumbling crooks or the bear though.,0
2165,"McConaughey in a horror/thriller? I had to see this. I was pleasantly surprised.The plot is told in flashback mode, and it concerns an otherwise normal",0
2166,There are several things wrong with this movie- Brenda Song's character being one of them. I do not believe that the girl is a lousy actor- I honestly don't.,0
2167,"I liked this a lot. The camera angles are cool, it's not all jumpy like a Blair Witch.",0
2168,"It was a decent movie, I actually kind of enjoyed it. But the ending is so abrupt!! There is absolutely no closure and it leaves tons of loose ends.",0
2169,This is a great horror film for people who don't want all that vomit-retching gore and sensationalism.,0
2170,"i was looking forward to this, and to be honest there were some bright spots, but it would have worked better if it had concentrated",0
2171,"When I rented this movie I thought I was going to see a horror-movie. However, there is little horror in this typical seventies mystery-drama directed by strange James T.",0
2172,"What about Scream Baby Scream is supposed to make me not feel like a fool for buying it? I bought it because, God help me,",0
2173,I recently viewed a copy of this (under the title 'Eaten Alive') Talk about dreadful! Any movie Ed Wood ever put out looks like Oscar material compared to this laughable tosh.,0
2174,"The photography is accomplished, the acting is quite good, but in virtually every other department The Greek Tycoon is a dreary bore.",0
2175,"Living in Edinburgh, and have a great thirst for history, I was very put off by the ""libertys"" taken.",0
2176,"ONE DARK NIGHT is a highly overlooked and little known film from the early 80's that deserves an audience that I fear it will never get, and that's a damn shame.",0
2177,"After a quasi-Gothic, all-fruity music video, the movie starts with Cassidy the lead singer killing herself. In a perfect world that would be that and the end credits would roll.",0
2178,If you love drive-in cheeze from the early '70s you will just love this one.How could you go wrong with a low budget film about,0
2179,This movie is about a very delicate argument and if you are searching for something that makes you think here you are right.,0
2180,"This movie was made by Daiei Studios, known for its Gamera movies. It is about a samurai lord who was murdered by one of his own men.",0
2181,"Fourteen of the funniest minutes on celluloid. This short parody is at least as much a part of the Star Wars saga as Phantom Menace,",0
2182,"""A wrong-doer is often a man that has left something undone, not always he that has done something.""--Emperor Marcus Aurelius The DVD release of ""Watch",0
2183,"First off; I'm a dedicated fan of Modesty's, and have been reading the comics since I was a child, and I have found the earlier",0
2184,"This has to be the funniest stand up comedy I have ever seen. Eddie Izzard is a genius, he picks in Brits, Americans and everyone in between.",0
2185,Peter Lorre turns in one of his finest performances as a Hungarian watchmaker coming to the United Staes to make a new life for himself,0
2186,"My cable TV has what's called the Arts channel, which is a ""catch-as-catch-can"" situation sometimes, sometimes films, sometimes short clips of films or ballets, and",0
2187,"I have copy of this on VHS, I think they (The television networks) should play this every year for the next twenty years.",0
2188,I was actually fairly surprised to find out a movie based on the Far Cry game had been created.,0
2189,I am a fan of bad horror films of the 1950s and 60s--films so ridiculous and silly that they are good for a laugh.,0
2190,"I absolutely love this movie! Evil Dead has NOTHING on this film! Night of the Demons 2 and 3 are a total bore fest, but this one is a classic.",0
2191,"Vincent Cassel plays the part of Paul, an ex-con assigned to an office job where he meets Carla, a secretary who is quite deaf', when",0
2192,This film is one of the best shorts I've ever seen - and as I make it a point to be at all the major,0
2193,I watched this movie only because I didn't want to leave my 9 yo and her friend in the theater by themselves.,0
2194,I got about halfway through this movie and was very disappointed. It was just flat out boring and completely unrealistic.,0
2195,"First of all, let me say the I am LDS or rather, I am a Mormon. So when I watched this film, I automatically gave it the benefit of the doubt.",0
2196,At least one kind. Very human and moving. Not out to teach a lesson or anything like that. All principals are effective.,0
2197,"""Indian burial ground"": If those three words appear anywhere in a real-estate listing, look for a different neighborhood.",0
2198,"Well, since it's called Porno Holocaust and directed by Joe D'Amato, I went into this film expecting sleaze...and while I somewhat got it, Porno Holocaust",0
2199,I'm sorry but I didn't like this doc very much. I can think of a million ways it could have been better.,0
2200,"I finally caught up to ""Starlight"" last night on television and all I can say is. . .",0
2201,"Movie Title - TartDate of review - 5/26/02Year of movie - 2001Stars - Dominique Swain, Brad Renfro, Bijou Phillips (barely), Melanie Griffith (barely)NeCRo's Rating -",0
2202,Another Day - this movie requires you to watch it another day to understand it.,0
2203,"This did for crime what ""Not Another Teen Movie"" did for school. I laughed all the way through as 2 inept gangs warred with each other and among themselves.",0
2204,"I loved this movie. It is rare to get a glimpse of post-partum Vietnam, and this movie-sans combat scenes and exciting bombs and gunfire- did it.",0
2205,"Problems: 1) Although billed as ""a loving tribute to Poverty Row,"" a lot of the old footage is not even from Poverty Row films-- much",0
2206,"This movie starts slow, then tapers off. After watching for about an hour, and seeing absolutely nothing happen, I walked out. I mean, nothing happened.",0
2207,"Man, what a scam this turned out to be! Not because it wasn't any good (as I wasn't really expecting anything from it) but because",0
2208,"Cassavetes was clearly an intelligent, sensitive man with bold new ideas about making films.",0
2209,"This is a good plot concept, so why-o-why is it such a poor film.",0
2210,"One of the better movies to come out of the 1980's, this based-on-fact movie tells the story of a disturbed high school student who murders",0
2211,"If any movie stands out extremely with the actors' acting skills, this is probably the one. I've never seen dialogues be spoken in such a",0
2212,"Four great stories from master Robert Bloch, adapted to the screen by the best actors in the field in the early Seventies, are the base of this excellent Amicus' production.",0
2213,I voted this a 10 out of 10 simply because it is the best animated story I have been able to see in quite some time.,0
2214,"I am the guy who usually keeps opinions to himself, but I just got back from this movie, and felt I had to express my opinions.",0
2215,"This movie has it all: it is a thriller, a chase movie, a romance story, a mob tale, a comedy, a road movie...",0
2216,"Surprisingly good ""Mean Streets""-type crime drama. Foreshadows elements of ""Goodfellas"" and ""Casino"". Joe Pesci's first big role. Clever dialog. I think the Maltin guide gives this a bomb rating.",0
2217,"I saw this film at SXSW with the director in attendance. Quite a few people walked out, and the audience could barely muster even polite applause at the end.",0
2218,"First, let me mention the fact that, in spite of its title («Stories», in plural), there is only ONE Kitchen Story.",0
2219,"With the mixed reviews this got I wasn't expecting too much, and was pleasantly surprised.",0
2220,The only reason I rented this movie was that Val Kilmer rarely stars in a bad movie. There is of course a first time for everything.,0
2221,It's hard to put your finger on this one.,0
2222,Fabulous film! Rented the DVD recently and was floored by this stunning piece of work.,0
2223,I had just watched one episode of this program and I couldn't even get to the end of the program.,0
2224,"This movie has some good lines, but watching Dillon's less-than-masterful Rourke impersonation just left me wanting to see the original.",0
2225,My kid makes better videos than this! I feel ripped off of the $4.00 spent renting this thing! There is no date on the video,0
2226,This very peculiar setting of Wagner's last opera definitely grew on me.,0
2227,"Well how was I suppose to know this was ""the"" dumb ass promotional ""Lordi Motion Picture""? I mean, I realized this when that ""dinosaur"" costume",0
2228,"Discovering something, the journey is so much more fun, so much more surreal and so much more emotionally galvanizing than when you finally arrive at the destination.",0
2229,"The first question is: how many talentless idiots it takes to screw a movie up? Answer: one is more than enough, if he writes the screenplay and directs it.",0
2230,"When thinking of the revelation that the main character in ""Bubble"" comes to at films end, I am reminded of last years ""Machinist"" with Christian Bale.",0
2231,"Although it isn't mentioned very often, ""Don't Look in the Basement"" is a very interesting film and is definitely worth a watch.",0
2232,This film doesn't have a very clear picture of what it is or wants to be.,0
2233,I only came here to check Terror Hospital for an alternate title so I'd know what not to pick up.,0
2234,Raising victor Vargas is just a bad film.,0
2235,This was one of my favorite series when I was a kid.,0
2236,"**Warning! Mild Spoilers Ahead!**(Yes, I realize it's tough to spoil an historical documentary, but I do reveal some of the backstory and methods.)This is an",0
2237,"Currently, this film is listed on IMDb as the 42nd worst film ever made--which is exactly why I rented it from NetFlix.",0
2238,"Sydney Lumet, although one of the oldest active directors, still got game! A few years ago he shot ""Find me guilty"", a proof to everyone",0
2239,"In all honesty, this series is as much a classic (as television goes) as the original poem is to the world's literature.",0
2240,"My choice for greatest movie ever used to be Laughton's ""Night of the Hunter"" which remains superb in my canon.",0
2241,At the time that this movie was made most housewives knew exactly who Barbara Stanwick was parodying.Today only some women over 50 probably remember Gladys,0
2242,"When viewing a movie as silly as 'Hot Rod,' one must sit back, relax, and alter one's intellectual capacity to a like state  which",0
2243,"I don't know what the makers of this film were trying to either accomplish or say, but they badly failed at whatever it was.",0
2244,"If my memory is correct, when this movie was released it came across as something of a comedy - a funny look at the adult entertainment industry.",0
2245,"The idea of making a film about the Beatles sounds doomed idea, as no production can catch the idea of the actual historic Beatles.",0
2246,"I first viewed this film shortly after it was put out on video in 1995, I dismissed it offhand, saying that Julie was no Daniel,",0
2247,"That is the answer. The question is: What is the single reason to watch this movie? I loved her in ""My Name Is Julia Ross.""",0
2248,It should be against the law not to experience this extremely funny stand up show with Eddie Murphy.,0
2249,I am always wary of taking too instant a dislike to a film.,0
2250,"I had heard good things about this film and was, you guessed it, a bit disappointed.",0
2251,"From the opening dialog and scenes, I knew I knew I was in for a train wreck. Didn't want to look, but couldn't turn away.",0
2252,This movie will tell you why Amitabh Bacchan is a one man industry.,0
2253,"The Twins Effect - Chinese Action/Comedy - (Charlene Choi, Gillian Chung)This vampire action comedy is one of my favorites for the very fact that I",0
2254,"Terrible, boring zombie sequel is only marginally better than Uwe's horrible first film.",0
2255,"""Piece is Cake"" is defeatist, revisionist history of the worst kind, whose only point is to unfairly savage the reputation of the (admittedly fictional) pilots it portrays.",0
2256,"After having seen this show a few times; I am thoroughly offended as a female that there are so many stupid, women out there that fall for this bullshit.",0
2257,This movie is silly and very short of being a funny movie. Unhappy 'easterners' are not pleased with being out west; so they hire a,0
2258,"This show is absolutely fantastic. It provides all the great drama and romance of teen shows like The OC and Dawsons, but it's a whole lot funnier.",0
2259,"Okul""The School"" is a result of a new trend in Turkish cinema. Having used the same stories over and over again new generation directors finally come up with different ideas.",0
2260,"Emma Thompson, Alan Rickman,Carla Gugino and Gil Bellows are a DELIGHT in this sexy caper.",0
2261,"I'm going to review the 2 films as a whole because I feel that is how it should be considered, and watched.",0
2262,"In a variant of Sholay , Ram Gopal Verma ventures into what can be called an unknown territory where the blockbuster takes a new shape.",0
2263,This show is a show that is great for adults and children to sit down together and watch. The stories are a little slow for adults but they are still good.,0
2264,The penultimate episode of Star Trek's third season is excellent and a highlight of the much maligned final season.,0
2265,"Really don't care that no one on here likes this movie,, i do , and that's what this review is about.",0
2266,I bought this film as I thought the cast was decent and I like Jennifer Rubin & Patsy Kensit.First off let me say the acting is not of a high standard.,0
2267,Screwball comedy about romantic mismatches in New York City.,0
2268,"Who me? No, I'm not kidding. That's what it really says on the video case.Plot; short version: Pretty woman stands around smiling.",0
2269,"This was a fantastic movie about two people, one a young teenage girl, and the other, a middle aged man, who are each looking for",0
2270,"Actually, this is a lie, Shrek 3-D was actually the first 3d animated movie. I bought it on DVD about 3 years ago.",0
2271,"Busy Phillips put in one hell of a performance, both comedic and dramatic. Erika Christensen was good but Busy stole the show.",0
2272,Why can't there be better TV movies made I was at a loose end today and watched this film on a satellite channel in the UK.,0
2273,"There is one adjective that describes everything about this film - acting, plot, effects, continuity, etc. - and that word is poor.",0
2274,My mother and I were on our way home from a trip up to the North East (mainly Massachusetts) when we decided to take a,0
2275,"In New York, Andy Hanson (Philip Seymour Hoffman) is an addicted executive of a real estate office that has embezzled a large amount for his",0
2276,"If you need cheering up on a cold weekday evening, this is the film for you! Excellent script and perfectly cast actors.",0
2277,"I usually like these dumb/no brain activity movies, but this was just too stupid. There were way too many clichés and the plot didn't really make much sense.",0
2278,"I like science-fiction movies and even, low-rated, made for TV, bargain bin, movies I may still find interesting.",0
2279,My scalp still smarts from the burning coals heaped on it when I vowed I love this film.,0
2280,"The Second Renaissance, part 1 let's us show how the machines first revolted against the humans.",0
2281,"This was great. When I saw the Japanese version first, it was probably the scariest movie I had ever seen.",0
2282,"At the surface COOLEY HIGH is a snappy ensemble comedy masquerading as a period piece (set in the early 60's, complete with a flawless Motown soundtrack).",0
2283,"""Thunderbolt"" is probably Jackie Chan's worst movie since ""The Protector"" in 1985.",0
2284,"Okay, there are a ton of reviews here, what can I possibly add?I will try anyway. The reason this is my favorite Scrooge is because of EVERYthing.",0
2285,I shot this movie. I am very proud of the film. It was a great experience which shows up on the screen.,0
2286,Jay Craven's criminally ignored film is a sober breath of fresh air in the generally narcissistic and derivative world of independent film.,0
2287,"Being a bit of a connoisseur of garbage, I have stumbled across this little treasure. Action, romance, crooked cops, violence.",0
2288,"As usual, Hollywood stereotyped EVERYONE in the movie. But, this one is a classic - from the uptight white collar banker to the Russian woman!! Well done.",0
2289,"I recently watched Belle Epoque, thinking it might be wonderful as it did win an Oscar for Best Foreign Language Film.",0
2290,"In life, we first organize stones (Piedras in Spanish) such as a career, family, friendship, and love.",0
2291,"I put down this vehicle from Robert De Niro and Eddie Murphy, and Murphy in particular the first time but having seen it again, recently,",0
2292,There are few films or movies I consider favorites over the years. The Gospel road was one of them.,0
2293,1936 was the most prolific year for Astaire and Rogers.,0
2294,"""Soylent Green"" is one of the best and most disturbing science fiction movies of the 70's and still very persuasive even by today's standards.",0
2295,"... but the trouble of this production is that it's very far from a good musical.Granted, one can't always expect the witty masters like Sondheim",0
2296,And this is a great rock'n'roll movie in itself.,0
2297,"After visiting the Kimbell museum in Forth-Worth, Texas, USA, enjoying the art and the architecture (also of the adjacent Modern Art Museum), and having a",0
2298,I hope the people who made this movies read these comments.,0
2299,Bela Lugosi gets to play one of his rare good guy roles in a serial based upon the long running radio hit (which was also,0
2300,"A low budget may be an excuse for poor acting talent and pathetic looking fake gore. However, it is not an excuse for poor writing.",0
2301,A very sweet movie about a young Chinese man enamored of western technology and an Englishman trying to make his fortune showing movies in China.,0
2302,"There aren't many good things to say at all about Underneath, Soderbergh's untrue endeavor into neo-noir.",0
2303,"""Tokyo Eyes"" tells of a 17 year old Japanese girl who falls in like with a man being hunted by her big bro who is a cop.",0
2304,"It felt like I watched this movie thousand times before.It was absolutely predictable.Every time the story tried to get a bit twisted,every time I awaited",0
2305,"I'm not sure what Diane Silver was thinking when she was making this movie, but it obviously had nothing to do with Richard Wright's novel,",0
2306,This started out to be a movie about the street culture of the Bronx in New York.,0
2307,"I just watched this film 15 minutes ago, and I still have no idea what I just watched.",0
2308,"Clearly an hilarious movie.It angers me to see the poor ratings given to this piece of comic geniusPlease look at this for what it is, a funny, ridiculous enjoyable film.",0
2309,"This 1953 Sam Fuller movie contains some of his best work, and its sad that he couldn't continue to get the backing of major Hollywood studios to do his stuff.",0
2310,"I loved this movie, I saw it when I was about 8 years old and almost seven years later, this evening I got to see it again.",0
2311,"Originally filmed in 1999 as a TV pilot, ""Mulholland Dr."" was rejected. The next year, David Lynch received money to film new scenes to make",0
2312,This movie starts at A and never quite reaches B. Its title promises far more than the film delivers.,0
2313,"Looking for a REAL super bad movie? If you wanna have great fun, don't hesitate and check this one!Ferrigno is incredibly bad but is also the best of this mediocrity.",0
2314,"Maybe not the most original way of telling a story, we've seen all this before in many movies.. but.. I liked it October Sky alot anyways.",0
2315,"Although I have enjoyed Bing Crosby in other movies, I find this movie to be particularly grating.",0
2316,"Necessarily ridiculous film version the literary classic ""Moby Dick"". John Barrymore is Captain Ahab, who falls in love with the pastor's daughter, Joan Bennett.",0
2317,"The goofy Griswalds win the T.V. game show ""pig in a poke"" grand prize, and all fly off together to Europe where they manage to cause one stupid disaster after another.",0
2318,"I picked this up because, having spent time in the Albany region of New York, I knew a couple of people in the movie and I happened upon it by chance.",0
2319,"Some films manage to survive almost on originality alone - ""Wonderland"" is certainly one of those films. The script manages to throw everything into a",0
2320,Gunga Din (1939) is based on Rudyard Kipling's poem.The movie is directed by George Stevens.It's set in India during the 19th century where three British,0
2321,"Whatever you do, don't stop watching when you think the movie is over! Hang around for the first batch of credits or you'll really miss",0
2322,"After reading the other tepid reviews and comments, I felt I had to come to bat for this movie.Roeg's films tend to have little to",0
2323,"Annie Rooney lives with her officer father and brother Tim in the slums of New York, where she is constantly getting involved in many fights with the other neighborhood kids.",0
2324,Another fantastic offering from the Monkey Island team and though it was a long time coming and had to survive the departure of Ron Gilbert it's another worthy installment.,0
2325,With title like this you know you get pretty much lot of junk. Acting bad. Script bad. Director bad.,0
2326,"Yes, 2:37 is in some ways a rip off from Gus van Sants Elephant. It's about some students who are dealing with their problems leading",0
2327,"Motivations of the characters was completely unbelievable. Many times throughout the movie you find yourself thinking that the characters' actions were totally illogical, making it impossible to identify with the characters.",0
2328,"I'm a huge Steven Seagal fan. Hell, I probably weigh as much as he does although I don't have the street cred to sport the frizzy-mullet-ponytail.",0
2329,"Much praise has been lavished upon Farscape, but I don't think it's that good. It certainly has a distinctive look, but it lacks just about",0
2330,I once had a conversation with my parents who told me British cinema goers in the 1940s and 50s would check to see a film's,0
2331,"when i saw commercials for this i was thinking ""NO WHAT HAS NICK AT NITE DONE!"" because it was taking up ""fresh prince"" slots.",0
2332,I caught Evening in the cinema with a lady friend.,0
2333,I never really knew who Robert Wuhl was before seeing this. But after seeing it I realized what a funny man he is.,0
2334,Only reason I have seen 101 Dalmatians was its nominations for original song and costume design for the Oscars.,0
2335,I loved this film. A must see for any Rod Steiger fan. Producer Suzanne DeLaurentiis and Director Stewart Raffill have brought us a true family film that touches the soul.,0
2336,"This movie is not in anyway funny, it tries to be funny with it's lame humor, which is so dry and boring that the movie is just 2 hours of torture.",0
2337,"Just Cause takes some of the best parts of three films, Cape Fear, A Touch of Evil and Silence of the Lambs and mixes it",0
2338,This movie is entertaining enough due to an excellent performance by Virginia Madsen and the fact that Lindsey Haun is lovely.,0
2339,"So i consider myself pretty big into the anime scene, with very few shows i simply WILL NOT WATCH.this show, however, i would recommend to",0
2340,"I love Aaron carter but even i expected pop star to be predictable, but i was so wrong! Aaron carter was really funny in it",0
2341,...but I regret having seen it.,0
2342,"Barbara Streisand directs and stars in this very Jewish story.To have a chance at obtaining an education, Babs enthusiastically disguises herself as a boy which",0
2343,This movie starts off on the wrong foot and never really gets it going.,0
2344,"I heard this movie was bad They even warned me it was terrible, but for some reason (probably Katie Holmes) I still watched it when it came on national TV.",0
2345,If you enjoy suspense this movie has it. The fact that Marina Zudina portrays a mute adds to her haplessness and increases the suspense.,0
2346,"Water Lilies is a well-made first film from France about young female sexuality and friendship. Sciamma works with specialized, slightly sanitized material that is as",0
2347,"If you liked Paddy Chayevsky's ""Network"" you'll probably like this black comedy as well, as it's another brilliant Chayevsky script, a wonderful satire on big-city",0
2348,In relative terms having watched a lot of disgustingly bad tele Tom Fontana & Levinson are geniuses for creating & delivering In this writer's book the greatest ever TV show.,0
2349,"This film has very tight and well planned dialogue, acting and choreography.Recommended film for anyone who wants to see masterful writing and plot.Question: Does anyone",0
2350,"""A trio of treasure hunters is searching the West Indies for a hidden fortune. The lure of gold makes for a rise in tension as",0
2351,"(various spoilers follow)Gene Kelly. Not Georges Guetary, who is sometimes criticized for being too young and un-French. Not Leslie Caron, who is sometimes criticized for her very green performance.",0
2352,"Over the years some of them most enjoyable films have been about dysfunctional families.Bonjour,Monsieur Sholmi is such a filmThis is an Isreali film about a",0
2353,"In 1993, ""the visitors"" was an enormous hit in France. So, the sequence was inevitable and unfortunately, this sequence ranks among the worst ones ever made.",0
2354,"Vonnegut's words are best experienced on paper. The tales he weaves are gossemar, silken strands of words and expressions that are not easily translated into",0
2355,"I watched this film sort of by accident, having bought it as the B side on The Omega Man DVD.",0
2356,"I recently visited the Magic Kingdom as an adult with my mom, her best friend and my adult sister.",0
2357,This HAS to be my guilty pleasure. I am a HUGE fan of 80's movies that were designed to entertain and they didn't care if they offended anyone.,0
2358,"I'm not usually given to hyperbole, but after seeing over two decades worth of Academy Awards, I can honestly say that this year's awards show",0
2359,"Although this has to be the nadir of season six, this schmaltzy episode isn't badly written or acted.",0
2360,I was fortunate to see a screening of this remarkable short film by Joshua Leonard before its premiere at the 2005 Sundance Festival.,0
2361,This movie is proof you can't just go to a Redbox and read descriptions of films and pick one and give it a try.While I'll,0
2362,"Although normally my preference is not for romantic dramas, seeing this film left me a little short.It had promise, the characters and relationships could have",0
2363,"Silly movie is really, really funny. Yes, it's got its dead moments, it can be a bit too obvious, it declines a bit in the",0
2364,"One of my desires is to be a film-maker, and I just have to say there's no way I will be able to compete with",0
2365,"There is so much that is wrong with this film, but to sum it up: Terrible acting- so bad it must have been on purpose.",0
2366,"This movie deserved better It's great fun, has some wonderful jokes and sight gags, some in-stuff for the ""Geeks"" amongst us (And we know who",0
2367,The true story of Phoolan Devi who became a national hero in India because she fought for her rights as a woman but in a violent manner.,0
2368,"Turning Isherwood's somewhat dark and utterly brilliant novel into light comedic romp could easily have been a recipe for disaster, but somewhow it wasn't .",0
2369,I saw this film some years ago and promptly bought the soundtrack because it was simply excellent. Bacharach's music is endearing and should be given the recognition it richly deserves.,0
2370,Saw it yesterday night at the Midnight Slam of the Festival des films du Monde in Montreal. What a disappointment. This movie is clearly over rated by IMDb fans.,0
2371,"This television show is stereotypical and far-fetched in many of its aspects.First of all, the setting. All of the characters attend PCA, this unbelievable boarding school with painted, stylish dorms.",0
2372,"This movie is definitely one of the finest of its kind,. A Victrion age story of love, and, grit.",0
2373,"I found this one to be more chaotic than the average Stooges short (as strange as that may sound). There were several funny bits, especially the running gags (""Calling Dr.",0
2374,"""Scarface"" has a major cult following even now, 22 years after its release.It has also been widely criticized as being very tacky, unrefined, over-the-top and",0
2375,"So, this starts with at least an interesting and promising basic idea, goes on and on with tension, Carey in a good untypical role but",0
2376,while watching this movie I got sick. I have been grewing up with Pippi and every time was a real pleasure.,0
2377,"SPOILERS This is a gripping movie about grifters. But who is conning who here? When does the hunter turn into the prey? This gritty, dark movie is slow moving and seductive.",0
2378,"Okay, I'll admit right up front that the Inki cartoons made by Loony Tunes are pretty offensive and I can understand why Warner Brothers has pulled them off the market.",0
2379,I am a new convert you might as well say. I borrowed the dvds from my local library.,0
2380,"This movie is really nothing besides an admittedly well-crafted series of tense sequences punctuated with an inevitable ""gotcha!"" at the end of each.",0
2381,"If good intentions were enough to produce a good film, I would have rated the turgid, ponderous, obvious ""Focus"" a bit higher than 4.",0
2382,"I hadn't heard anything about this project until I saw that it was going to be on, so I watched it with a completely open mind.",0
2383,"""Steve""(Chris Hoffman)gathers a group from high school for a reunion at the cabin location where his twin brother Wes went missing.",0
2384,Truly a wonderful movie. Bruce Willis gives his always-outstanding comedic-romantic acting power to this message-movie and the movie brings hope to the losers many of us know we are.,0
2385,"Chucky's back...and it's about time! This time, with the help of Jennifer Tilly and a little spell from Voodoo For Dummies.",0
2386,"Nightkill stars Robert Mitchum as a world-weary private eye probing the case of a missing industrialist (Mike Connors). He is hired by Jaclyn Smith, the anxious wife of the missing man.",0
2387,"Mute Witness is a modest, yet very solid thriller that never really received the attention or good comments it deserves.",0
2388,"This Film was really eye-opening. I have seen this film several times. First, when I was four and I actually remembered it and then when I was 12.",0
2389,"It was a painful experience, the whole story is actually there so I won't go into that but the acting was horrible there is this",0
2390,WWE has produced some of the worst pay-per-views in its history over the past few months.,0
2391,"The time I wasted seeing this movie, I demand back! I felt sick afterward, but not because it touched me in any way.",0
2392,"Like others, I have seen and studied most of the books and films concerning the Clutter Killings, including a few dramatic works thematically based on",0
2393,"""Fungicide"" is quite possibly the most incompetent, embarrassing, pitiful ""film"" I have ever seen.",0
2394,"""Her Cardboard Lover"" is Norma Shearer's last movie. She quit the movies and, I think, joined the Board of Directors at MGM.",0
2395,"Uzumaki, which translates into ""spirals"", arriving within this new wave of Asian Horror films following such hits like Ringu, Ju-On and The Eye (two of them with remakes..",0
2396,"Bog Creatures shows exactly what can happen when very enthusiastic people get together with a little cash, some knowledge of movie making, a mixed bag",0
